predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	subject_start	subject_end	subject_label	subject_source	subject_text_id	ss_sl_cosine_dist	ss_ol_cosine_dist	biome	sample_count	rank	acceptable
None	ENVO:01000197	broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	0.24730309854073734	None	None	None	PREF	None	37	58	BROADLEAF FOREST BIOME	envo:tropical and subtropical moist broadleaf forest biome	None	0.42813723059896014	0.42813723059896014	True	166	3.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.13406579202560007	None	None	None	SYN	None	1	6	FOREST	forest biome	None	0.3675444679663241	0.6186149643017631	False	275	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.1373178095938078	None	None	None	PREF	None	8	11	SOIL	forest soil	None	0.5285954792089684	0.5285954792089684	False	175	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.1457946285679543	None	None	None	PREF	None	12	16	BIOME	freshwater biome	None	0.5370899501137243	0.5370899501137243	True	193	3.0	False
None	ENVO:00000517	lost stream	https://data.bioontology.org/ontologies/ENVO	0.1311993114176953	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None	0.4836022205056778	0.5696685170880649	False	2	3.0	False
None	ENVO:00000261	savanna	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	9	GRASSLAND	grassland	None	0.0	1.0	False	49	3.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	9	GRASSLAND	grassland	None	0.0	1.0	False	49	3.0	False
None	ENVO:00000262	steppe	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	9	GRASSLAND	grassland	None	0.0	1.0	False	49	3.0	False
None	ENVO:00000260	prairie	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	9	GRASSLAND	grassland	None	0.0	1.0	False	49	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.15994562968104878	None	None	None	PREF	None	11	15	BIOME	grassland biome	None	0.5196155385847385	0.5196155385847385	True	58	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.0958414656369408	None	None	None	PREF	None	11	14	SOIL	grassland soil	None	0.5917517095361371	0.5917517095361371	False	26	3.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	11	16	DESERT	hyperarid desert	None	0.4654775161751512	1.0	False	42	3.0	False
None	ENVO:00000022	river	https://data.bioontology.org/ontologies/ENVO	0.120373254895756	None	None	None	PREF	None	7	11	RIVER	large river biome	None	0.552786404500042	0.552786404500042	False	95	3.0	False
None	PO:0025034	leaf	https://data.bioontology.org/ontologies/ENVO	0.1373178095938078	None	None	None	PREF	None	1	4	LEAF	leaf litter	None	0.5285954792089684	0.5285954792089684	False	18	3.0	False
None	ENVO:00000035	marsh	https://data.bioontology.org/ontologies/ENVO	0.14482086072817715	None	None	None	PREF	None	13	17	MARSH	marine salt marsh biome	None	0.5184565876569232	0.5184565876569232	False	24	3.0	False
None	ENVO:01001333	marine tidal flow process	https://data.bioontology.org/ontologies/ENVO	0.366761808297345	None	None	None	SYN	None	8	17	TIDAL FLOW	marine tidal flow zone	None	0.3675444679663241	0.25399615340774895	False	54	3.0	False
None	ENVO:01000207	mediterranean	https://data.bioontology.org/ontologies/ENVO	0.33940584234178495	None	None	None	PREF	None	1	13	MEDITERRANEAN	mediterranean forest biome	None	0.3229967996136699	0.3229967996136699	False	10	3.0	False
None	ENVO:00000100	valley	https://data.bioontology.org/ontologies/ENVO	0.09107359661284935	None	None	None	PREF	None	11	16	VALLEY	mezquital valley field soil	None	0.6	0.6	False	24	3.0	False
None	ENVO:01000342	montane	https://data.bioontology.org/ontologies/ENVO	0.05617042698974252	None	None	None	PREF	None	1	7	MONTANE	montane grasslands and shrubland biome	None	0.6703097633021065	0.6703097633021065	False	12	3.0	False
None	ENVO:01000342	montane	https://data.bioontology.org/ontologies/ENVO	0.1496859012124307	None	None	None	PREF	None	1	7	MONTANE	montane shrubland biome	None	0.5120499635257334	0.5120499635257334	False	23	3.0	False
None	FOODON:03310387	oil	https://data.bioontology.org/ontologies/ENVO	0.11325134804618765	None	None	None	PREF	None	1	3	OIL	oil-contaminated soil	None	0.5635642195280153	0.5635642195280153	False	13	3.0	False
None	ENVO:00002985	oil	https://data.bioontology.org/ontologies/ENVO	0.11325134804618765	None	None	None	PREF	None	1	3	OIL	oil-contaminated soil	None	0.5635642195280153	0.5635642195280153	False	13	3.0	False
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	9	13	FIELD	organic field	None	0.4777670321329065	1.0	False	3	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.1879998288966063	None	None	None	PREF	None	6	9	SOIL	peat soil	None	0.4654775161751513	0.4654775161751513	False	8	3.0	False
None	ENVO:01000238	polar	https://data.bioontology.org/ontologies/ENVO	0.22795070569547776	None	None	None	PREF	None	1	5	POLAR	polar biome	None	0.42264973081037427	0.42264973081037427	False	30	3.0	False
None	ENVO:01000238	polar	https://data.bioontology.org/ontologies/ENVO	0.19982235721291697	None	None	None	PREF	None	1	5	POLAR	polar desert	None	0.4522774424948339	0.4522774424948339	False	87	3.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.1590990257669732	None	None	None	PREF	None	7	12	DESERT	polar desert biome	None	0.5	0.5	False	119	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.15994562968104878	None	None	None	PREF	None	11	15	BIOME	shrubland biome	None	0.5196155385847385	0.5196155385847385	True	138	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.07904419109373398	None	None	None	PREF	None	1	4	SOIL	soil environment	None	0.6220355269907728	0.6220355269907728	False	3	3.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.25327856188386416	None	None	None	PREF	None	21	32	FOREST BIOME	subpolar coniferous forest biome	None	0.42264973081037427	0.42264973081037427	True	33	3.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.07450201173427658	None	None	None	SYN	None	13	18	FOREST	subtropical forest	None	0.5	0.6984886554222364	False	13	3.0	False
None	ENVO:01000431	mixed forest	https://data.bioontology.org/ontologies/ENVO	0.1590990257669731	None	None	None	PREF	None	25	36	MIXED FOREST	temperate broadleaf and mixed forest biome	None	0.5000000000000001	0.5000000000000001	False	10	3.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.24310723434944267	None	None	None	PREF	None	22	33	FOREST BIOME	temperate coniferous forest biome	None	0.4320381657529352	0.4320381657529352	True	37	3.0	False
None	ENVO:00000109	woodland area	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	11	26	DECIDUOUS FOREST	temperate deciduous forest	None	0.23623738417402662	1.0	False	48	3.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.24228557870373937	None	None	None	PREF	None	1	9	TEMPERATE	temperate desert biome	None	0.4083920216900385	0.4083920216900385	False	4	3.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.08803551995982421	None	None	None	SYN	None	11	16	FOREST	temperate forest	None	0.4654775161751512	0.6776708143898479	False	211	3.0	False
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.18643552377005104	None	None	None	SYN	None	11	19	GRASSLAND	temperate grassland	None	0.35831105208025216	0.5294117647058824	False	197	3.0	False
None	ENVO:01000177	grassland biome	https://data.bioontology.org/ontologies/ENVO	0.4900827262310544	None	None	None	PREF	None	11	25	GRASSLAND BIOME	temperate grassland biome	None	0.24819058844388753	0.24819058844388753	True	325	3.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.06011083567761482	None	None	None	PREF	None	1	9	TEMPERATE	temperate grasslands, savannas, and shrubland biome	None	0.661246257052921	0.661246257052921	False	26	3.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.2034488617582782	None	None	None	PREF	None	1	9	TEMPERATE	temperate shrubland biome	None	0.4483227156326296	0.4483227156326296	False	23	3.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.2150734038135073	None	None	None	PREF	None	1	9	TEMPERATE	temperate woodland biome	None	0.4359239251822338	0.4359239251822338	False	31	3.0	False
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	10	FIELD	test field	None	0.38762756430420553	1.0	False	3	3.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.28629746235613823	None	None	None	PREF	None	1	8	TROPICAL	tropical and subtropical coniferous forest biome	None	0.3675444679663241	0.3675444679663241	False	8	3.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.14395106671294391	None	None	None	PREF	None	1	8	TROPICAL	tropical and subtropical grasslands, savannas, and shrubland biome	None	0.5196155385847385	0.5196155385847385	False	13	3.0	False
None	ENVO:01000197	broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	0.2699030821851566	None	None	None	PREF	None	32	53	BROADLEAF FOREST BIOME	tropical and subtropical moist broadleaf forest biome	None	0.4077799077360179	0.4077799077360179	True	4	3.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.25327856188386416	None	None	None	PREF	None	21	32	FOREST BIOME	tropical coniferous forest biome	None	0.42264973081037427	0.42264973081037427	True	6	3.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.21305394059974214	None	None	None	PREF	None	1	8	TROPICAL	tropical desert biome	None	0.4380485130509836	0.4380485130509836	False	22	3.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.17737941628119402	None	None	None	PREF	None	1	8	TROPICAL	tropical shrubland biome	None	0.4777670321329065	0.4777670321329065	False	127	3.0	False
None	ENVO:00000109	woodland area	https://data.bioontology.org/ontologies/ENVO	0.014213826476533917	None	None	None	SYN	None	26	30	SCRUB	alpine meadow and alpine scrub	None	0.7190242565254918	0.8532652035866445	False	7	4.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.06689290021890305	None	None	None	PREF	None	15	18	SOIL	alpine meadow soil	None	0.6464466094067263	0.6464466094067263	False	2	4.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.053961995678792916	None	None	None	PREF	None	8	11	SOIL	arable soil microcosm	None	0.6755571577384749	0.6755571577384749	False	51	4.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	11	DESERT	arid desert	None	0.33333333333333337	1.0	False	42	4.0	False
None	ENVO:01000401	tropical mixed needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.10298835719535593	None	None	True	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest	None	0.0	0.7642977396044841	False	9	4.0	False
None	ENVO:01000386	temperate deciduous needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.09979529063590523	None	None	None	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest biome	None	0.15484574527148343	0.7418011102528388	False	120	4.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	ENVO:00000296	rice field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	ENVO:01000311	cultivated environment	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	ENVO:00000115	orchard	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	ENVO:00000116	vineyard	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	ENVO:00000011	garden	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	1.0	False	1550	4.0	False
None	PATO:0001164	dense	https://data.bioontology.org/ontologies/ENVO	0.08401495193394458	None	None	None	PREF	None	1	5	DENSE	dense settlement biome	None	0.6127016653792583	0.6127016653792583	False	3	4.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.043615997286107135	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None	0.6077677297236319	0.7519305308215831	False	2	4.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.043615997286107135	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None	0.6077677297236319	0.7519305308215831	False	2	4.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.14399999999999996	None	None	None	SYN	None	1	6	DESERT	desert biome	None	0.3675444679663241	0.6000000000000001	False	156	4.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.14399999999999996	None	None	None	SYN	None	1	6	DESERT	desert biome	None	0.3675444679663241	0.6000000000000001	False	156	4.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.14399999999999996	None	None	None	SYN	None	1	6	DESERT	desert biome	None	0.3675444679663241	0.6000000000000001	False	156	4.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	6	DESERT	desert soil	None	0.33333333333333337	1.0	False	4	4.0	False
None	ENVO:01000311	cultivated environment	https://data.bioontology.org/ontologies/ENVO	0.0067528093122202855	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	0.9457673855453359	False	4856	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.020988028679277394	None	None	None	PREF	None	52	56	BIOME	envo:temperate grasslands, savannas, and shrubland biome	None	0.7867992836443896	0.7867992836443896	True	8	4.0	False
None	ENVO:01000196	coniferous forest biome	https://data.bioontology.org/ontologies/ENVO	0.24357483813361863	None	None	None	PREF	None	31	53	CONIFEROUS FOREST BIOME	envo:tropical and subtropical coniferous forest biome	None	0.4316014399411948	0.4316014399411948	True	17	4.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.23180770678241128	None	None	None	PREF	None	19	29	SUBTROPICAL	envo:tropical and subtropical moist broadleaf forest biome	None	0.41876180628090354	0.41876180628090354	False	166	4.0	False
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.14315802573377379	None	None	None	SYN	None	9	17	GRASSLAND	flooded grassland biome	None	0.42264973081037427	0.5765951007800295	False	108	4.0	False
None	ENVO:00000385	stream mouth	https://data.bioontology.org/ontologies/ENVO	0.08674579234654507	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None	0.4836022205056778	0.6734013676289097	False	2	4.0	False
None	ENVO:00000444	woodland clearing	https://data.bioontology.org/ontologies/ENVO	0.06576211569451826	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	0.7851655377881701	False	58	4.0	False
None	ENVO:00000444	woodland clearing	https://data.bioontology.org/ontologies/ENVO	0.07268225778581215	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	0.7763932022500211	False	26	4.0	False
None	PATO:0000586	increased size	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	5	LARGE	large river biome	None	0.552786404500042	1.0	False	95	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.07838659024283105	None	None	None	PREF	None	19	23	BIOME	marine salt marsh biome	None	0.6388424407426923	0.6388424407426923	True	24	4.0	False
None	ENVO:01000696	mass wasting flow	https://data.bioontology.org/ontologies/ENVO	0.02051556351259299	None	None	None	SYN	None	14	17	FLOW	marine tidal flow zone	None	0.683772233983162	0.8267949192431123	False	54	4.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.3347618412269383	None	None	None	PREF	None	15	26	FOREST BIOME	mediterranean forest biome	None	0.3545027756320971	0.3545027756320971	True	10	4.0	False
None	ENVO:01000352	field	https://data.bioontology.org/ontologies/ENVO	0.06356514865786662	None	None	None	PREF	None	18	22	FIELD	mezquital valley field soil	None	0.6535898384862244	0.6535898384862244	False	24	4.0	False
None	ENVO:01000342	montane	https://data.bioontology.org/ontologies/ENVO	0.1496859012124307	None	None	None	PREF	None	1	7	MONTANE	montane grassland biome	None	0.5120499635257334	0.5120499635257334	False	230	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.03295750136957919	None	None	None	PREF	None	34	38	BIOME	montane grasslands and shrubland biome	None	0.7446230407723754	0.7446230407723754	True	12	4.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.12074199631119681	None	None	None	SYN	None	9	17	SHRUBLAND	montane shrubland biome	None	0.42264973081037427	0.6220355269907727	False	23	4.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	7	12	DESERT	polar desert	None	0.3675444679663241	1.0	False	87	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.12338193871429623	None	None	None	PREF	None	14	18	BIOME	polar desert biome	None	0.5669872981077806	0.5669872981077806	True	119	4.0	False
None	ENVO:01000251	subpolar	https://data.bioontology.org/ontologies/ENVO	0.120373254895756	None	None	None	PREF	None	1	8	SUBPOLAR	subpolar coniferous forest biome	None	0.552786404500042	0.552786404500042	False	33	4.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.10186853729982313	None	None	None	PREF	None	1	9	TEMPERATE	temperate broadleaf and mixed forest biome	None	0.5816699867329622	0.5816699867329622	False	10	4.0	False
None	ENVO:01000386	temperate deciduous needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.19238529650222716	None	None	None	SYN	None	11	27	CONIFEROUS FOREST	temperate coniferous forest biome	None	0.3043916563597475	0.5446174444608127	False	37	4.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.12037325489575593	None	None	None	PREF	None	11	16	DESERT	temperate desert biome	None	0.5527864045000421	0.5527864045000421	False	4	4.0	False
None	ENVO:00000444	woodland clearing	https://data.bioontology.org/ontologies/ENVO	0.025598052587596055	None	None	None	SYN	None	11	19	GRASSLAND	temperate grassland	None	0.35831105208025216	0.8747551417829701	False	197	4.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.2034488617582782	None	None	None	PREF	None	1	9	TEMPERATE	temperate grassland biome	None	0.4483227156326296	0.4483227156326296	False	325	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.02316003837373948	None	None	None	PREF	None	47	51	BIOME	temperate grasslands, savannas, and shrubland biome	None	0.7782336187136281	0.7782336187136281	True	26	4.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.107763744977178	None	None	None	SYN	None	11	19	SHRUBLAND	temperate shrubland biome	None	0.4483227156326296	0.6388424407426923	False	23	4.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.08286539738369579	None	None	None	PREF	None	20	24	BIOME	temperate woodland biome	None	0.6307255270620018	0.6307255270620018	True	31	4.0	False
None	ENVO:01000196	coniferous forest biome	https://data.bioontology.org/ontologies/ENVO	0.2692061985597105	None	None	None	PREF	None	26	48	CONIFEROUS FOREST BIOME	tropical and subtropical coniferous forest biome	None	0.4083920216900384	0.4083920216900384	True	8	4.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.07264076931370375	None	None	None	SYN	None	52	60	SHRUBLAND	tropical and subtropical grasslands, savannas, and shrubland biome	None	0.5923128758363944	0.6603168897566212	False	13	4.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.25299163214705755	None	None	None	PREF	None	14	24	SUBTROPICAL	tropical and subtropical moist broadleaf forest biome	None	0.39807073457115405	0.39807073457115405	False	4	4.0	False
None	ENVO:01000430	broadleaf forest	https://data.bioontology.org/ontologies/ENVO	0.36216381527885066	None	None	None	PREF	None	10	25	BROADLEAF FOREST	tropical broadleaf forest biome	None	0.30519166622034877	0.30519166622034877	False	4	4.0	False
None	ENVO:01000399	tropical needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.19032682741930154	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None	0.29289321881345254	0.552786404500042	False	6	4.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.1283439784019332	None	None	None	PREF	None	10	15	DESERT	tropical desert biome	None	0.5411685322588765	0.5411685322588765	False	22	4.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.17737941628119402	None	None	None	PREF	None	1	8	TROPICAL	tropical grassland biome	None	0.4777670321329065	0.4777670321329065	False	4	4.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.2878209195303864	None	None	None	PREF	None	26	37	FOREST BIOME	tropical moist broadleaf forest biome	None	0.3923563797498001	0.3923563797498001	True	123	4.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.1139210868010145	None	None	None	SYN	None	10	18	SHRUBLAND	tropical shrubland biome	None	0.4359239251822338	0.6307255270620018	False	127	4.0	False
None	ENVO:01000390	temperate mixed needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.10048651885799016	None	None	True	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest	None	0.0	0.7681305521199159	False	9	5.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.08782687899303782	None	None	None	PREF	None	19	23	BIOME	coniferous forest biome	None	0.6220355269907727	0.6220355269907727	True	120	5.0	False
None	PATO:0001485	condensed	https://data.bioontology.org/ontologies/ENVO	0.04450143282313583	None	None	None	SYN	None	1	5	DENSE	dense settlement biome	None	0.6127016653792583	0.746453723581445	False	3	5.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None	0.6077677297236319	1.0	False	2	5.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	6	DESERT	desert biome	None	0.3675444679663241	1.0	False	156	5.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	1.0	False	4856	5.0	False
None	ENVO:00000296	rice field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	1.0	False	4856	5.0	False
None	ENVO:00000115	orchard	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	1.0	False	4856	5.0	False
None	ENVO:00000116	vineyard	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	1.0	False	4856	5.0	False
None	ENVO:00000011	garden	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	1.0	False	4856	5.0	False
None	ENVO:01000399	tropical needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.14425086075766086	None	None	None	SYN	None	31	47	CONIFEROUS FOREST	envo:tropical and subtropical coniferous forest biome	None	0.5196155385847385	0.5189488006352583	False	17	5.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.22027586325968912	None	None	None	PREF	None	6	13	TROPICAL	envo:tropical and subtropical moist broadleaf forest biome	None	0.43050520254850055	0.43050520254850055	False	166	5.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.08782687899303782	None	None	None	PREF	None	19	23	BIOME	flooded grassland biome	None	0.6220355269907727	0.6220355269907727	True	108	5.0	False
None	ENVO:00000153	headwater	https://data.bioontology.org/ontologies/ENVO	0.0736235548839393	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None	0.4836022205056778	0.7072299781154401	False	2	5.0	False
None	ENVO:00000261	savanna	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	1.0	False	58	5.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	1.0	False	58	5.0	False
None	ENVO:00000262	steppe	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	1.0	False	58	5.0	False
None	ENVO:00000260	prairie	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	1.0	False	58	5.0	False
None	ENVO:00000261	savanna	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	1.0	False	26	5.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	1.0	False	26	5.0	False
None	ENVO:00000262	steppe	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	1.0	False	26	5.0	False
None	ENVO:00000260	prairie	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	1.0	False	26	5.0	False
None	ENVO:01000190	flooded savanna biome	https://data.bioontology.org/ontologies/ENVO	0.056328654136132014	None	None	None	SYN	None	13	17	MARSH	marine salt marsh biome	None	0.5184565876569232	0.76081756338253	True	24	5.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.07432544468767005	None	None	None	PREF	None	22	26	BIOME	mediterranean forest biome	None	0.6464466094067263	0.6464466094067263	True	10	5.0	False
None	ENVO:00000184	hanging valley	https://data.bioontology.org/ontologies/ENVO	0.055836291546125974	None	None	None	SYN	None	11	16	VALLEY	mezquital valley field soil	None	0.6	0.7113248654051871	False	24	5.0	False
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.14315802573377379	None	None	None	SYN	None	9	17	GRASSLAND	montane grassland biome	None	0.42264973081037427	0.5765951007800295	False	230	5.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.08782687899303782	None	None	None	PREF	None	19	23	BIOME	montane shrubland biome	None	0.6220355269907727	0.6220355269907727	True	23	5.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.11183494623286648	None	None	None	SYN	None	7	12	DESERT	polar desert biome	None	0.5	0.6047152924789526	False	119	5.0	False
