predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	subject_start	subject_end	subject_label	subject_source	subject_text_id
None	ENVO:00005774	peat soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	8	11	PEAT	arctic peat soil	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	13	16	SOIL	arctic peat soil	None
None	ENVO:01000340	alpine	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	6	ALPINE	alpine meadow and alpine scrub	None
None	ENVO:01000340	alpine	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	19	24	ALPINE	alpine meadow and alpine scrub	None
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	8	13	MEADOW	alpine meadow and alpine scrub	None
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	26	30	SCRUB	alpine meadow and alpine scrub	None
None	ENVO:00000109	woodland area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	26	30	SCRUB	alpine meadow and alpine scrub	None
None	ENVO:01000210	tropical coniferous forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	32	TROPICAL CONIFEROUS FOREST BIOME	tropical coniferous forest biome	None
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	8	TROPICAL	tropical coniferous forest biome	None
None	ENVO:01000196	coniferous forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	10	32	CONIFEROUS FOREST BIOME	tropical coniferous forest biome	None
None	ENVO:01000399	tropical needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000383	temperate evergreen needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000390	temperate mixed needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000401	tropical mixed needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000386	temperate deciduous needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000433	needleleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:00000109	woodland area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	26	CONIFEROUS FOREST	tropical coniferous forest biome	None
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	21	32	FOREST BIOME	tropical coniferous forest biome	None
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	21	26	FOREST	tropical coniferous forest biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	28	32	BIOME	tropical coniferous forest biome	None
None	ENVO:00000446	terrestrial biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	17	TERRESTRIAL BIOME	terrestrial biome [envo:00000446]	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	13	17	BIOME	terrestrial biome [envo:00000446]	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	4	SOIL	soil bacteria	None
None	NCBITaxon:2	Bacteria	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	6	13	BACTERIA	soil bacteria	None
None	ENVO:00000266	pasture	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	7	PASTURE	pasture	None
None	ENVO:01000230	arid	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	4	ARID	arid steppe	None
None	ENVO:00000262	steppe	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	6	11	STEPPE	arid steppe	None
None	ENVO:01000313	anthropogenic environment	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	25	ANTHROPOGENIC ENVIRONMENT	anthropogenic environment	None
None	ENVO:01000254	environmental system	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	15	25	ENVIRONMENT	anthropogenic environment	None
None	ENVO:01000192	tropical grassland biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	24	TROPICAL GRASSLAND BIOME	tropical grassland biome	None
None	ENVO:01001806	tropical grassland	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	18	TROPICAL GRASSLAND	tropical grassland biome	None
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	8	TROPICAL	tropical grassland biome	None
None	ENVO:01000177	grassland biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	10	24	GRASSLAND BIOME	tropical grassland biome	None
None	ENVO:00000261	savanna	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:00000260	prairie	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:00000262	steppe	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:00000444	woodland clearing	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	10	18	GRASSLAND	tropical grassland biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	20	24	BIOME	tropical grassland biome	None
None	ENVO:01000200	tropical broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	31	TROPICAL BROADLEAF FOREST BIOME	tropical broadleaf forest biome	None
None	ENVO:01001792	tropical broadleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	25	TROPICAL BROADLEAF FOREST	tropical broadleaf forest biome	None
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	8	TROPICAL	tropical broadleaf forest biome	None
None	ENVO:01000197	broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	10	31	BROADLEAF FOREST BIOME	tropical broadleaf forest biome	None
None	ENVO:01000430	broadleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	10	25	BROADLEAF FOREST	tropical broadleaf forest biome	None
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	20	31	FOREST BIOME	tropical broadleaf forest biome	None
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	20	25	FOREST	tropical broadleaf forest biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	27	31	BIOME	tropical broadleaf forest biome	None
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	8	TROPICAL	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000226	subtropical moist broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	14	53	SUBTROPICAL MOIST BROADLEAF FOREST BIOME	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01001802	subtropical moist broadleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	14	47	SUBTROPICAL MOIST BROADLEAF FOREST	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	14	24	SUBTROPICAL	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000197	broadleaf forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	32	53	BROADLEAF FOREST BIOME	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000430	broadleaf forest	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	32	47	BROADLEAF FOREST	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	42	53	FOREST BIOME	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	42	47	FOREST	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	49	53	BIOME	tropical and subtropical moist broadleaf forest biome	None
None	ENVO:01000182	temperate desert biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	22	TEMPERATE DESERT BIOME	temperate desert biome	None
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	9	TEMPERATE	temperate desert biome	None
None	ENVO:01000179	desert biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	11	22	DESERT BIOME	temperate desert biome	None
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	11	16	DESERT	temperate desert biome	None
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	11	16	DESERT	temperate desert biome	None
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	11	16	DESERT	temperate desert biome	None
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	11	16	DESERT	temperate desert biome	None
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	11	16	DESERT	temperate desert biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	18	22	BIOME	temperate desert biome	None
None	ENVO:00000296	rice field	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	10	RICE PADDY	rice paddy	None
None	ENVO:00005802	bulk soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	23	31	BULK SOIL	ectomycorrhizospheric bulk soil	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	28	31	SOIL	ectomycorrhizospheric bulk soil	None
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert soil	None
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert soil	None
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert soil	None
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	6	DESERT	desert soil	None
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert soil	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	8	11	SOIL	desert soil	None
None	ENVO:00000151	sabkha	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000291	drainage basin	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00002277	back-arc basin	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000195	sinkhole	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000104	undersea feature	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000165	asphalt lake	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000311	kettle	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	SYN	None	1	5	BASIN	basin	None
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	6	10	FIELD	test field	None
None	ENVO:01000352	field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	6	10	FIELD	test field	None
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	6	10	FIELD	test field	None
None	ENVO:01001044	soil environment	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	16	SOIL ENVIRONMENT	soil environment	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	4	SOIL	soil environment	None
None	ENVO:01000254	environmental system	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	6	16	ENVIRONMENT	soil environment	None
None	ENVO:00000418	ria	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	3	RIA	ria de aveiro	None
None	ENVO:00000475	inlet	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	3	RIA	ria de aveiro	None
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	9	13	FIELD	organic field	None
None	ENVO:01000352	field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	9	13	FIELD	organic field	None
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	9	13	FIELD	organic field	None
None	ENVO:01000739	habitat	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	7	HABITAT	habitat	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	23	26	SOIL	ectomycorrhizospheric soil	None
None	ENVO:01000248	dense settlement biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	22	DENSE SETTLEMENT BIOME	dense settlement biome	None
None	ENVO:01000658	dense settlement	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	16	DENSE SETTLEMENT	dense settlement biome	None
None	PATO:0001485	condensed	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	5	DENSE	dense settlement biome	None
None	PATO:0001164	dense	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	5	DENSE	dense settlement biome	None
None	ENVO:00000062	populated place	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	7	16	SETTLEMENT	dense settlement biome	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	18	22	BIOME	dense settlement biome	None
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	14	18	FIELD	conventional field	None
None	ENVO:01000352	field	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	14	18	FIELD	conventional field	None
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	14	18	FIELD	conventional field	None
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	None	None	None	True	PREF	None	1	5	BIOME	biome	None
None	ENVO:00000091	beach	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	5	BEACH	beach sediment	None
None	ENVO:00002007	sediment	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	7	14	SEDIMENT	beach sediment	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	12	15	SOIL	artificial soil	None
None	ENVO:01000340	alpine	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	6	ALPINE	alpine meadow	None
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	8	13	MEADOW	alpine meadow	None
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	9	TEMPERATE	temperate urban	None
None	ENVO:00000078	farm	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	5	8	FARM	pig farm (juvenile pig)	None
None	ENVO:00000078	farm	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	5	8	FARM	pig farm (adult pig)	None
None	ENVO:00002011	fresh water	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	10	FRESHWATER	freshwater stream	None
None	ENVO:00000041	tidal creek	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000029	watercourse	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000517	lost stream	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000153	headwater	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000023	stream	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000272	confluence	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000152	anabranch	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000427	meander	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000385	stream mouth	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000069	distributary	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000495	tributary	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	12	17	STREAM	freshwater stream	None
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	6	DESERT	desert and xeric shrubland	None
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	18	26	SHRUBLAND	desert and xeric shrubland	None
None	ENVO:01000340	alpine	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	1	6	ALPINE	alpine meadow soil	None
None	ENVO:00005761	meadow soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	8	18	MEADOW SOIL	alpine meadow soil	None
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	SYN	None	8	13	MEADOW	alpine meadow soil	None
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	None	None	None	None	PREF	None	15	18	SOIL	alpine meadow soil	None
